Date,User,Tweet,sentiment
2023-04-15 17:12:19+00:00,AlexGaaserud4WV,tri get senat seat asap get mayb go spend time peopl street san francisco mani peopl left ca today,negative
2023-04-15 11:57:23+00:00,CorpGovUK,rt share thread ca cs cma friend student let know companylaw campaniesact mca corporategovern,neutral
2023-04-15 10:55:47+00:00,MsTigest,ms tigest vs main mendoza fraud stalker hacker ms tigest vs mendoza employe culver citi harass stalk stalk hous threaten hous ms tigest vs indian hacker stalk hack feder charg ca annoy ms tigest,neutral
2023-04-15 10:52:37+00:00,Ananya12395132,anyon depth knowledg acca someon acca pleas educ acca account commerc ca,negative
2023-04-15 10:48:23+00:00,MsTigest,mendoza stalker famili guy harass home mendoza stalker mexican stalk j main mendoza connect male culver citi mendoza uniform male harass hous stop ca calif,negative
2023-04-15 10:40:14+00:00,MsTigest,stalker twitter handl random indian hotel dirti spray illeg call polic delusion male india delusion nasti peopl delusion stole money took advantag stalker ca calif,negative
2023-04-15 10:36:00+00:00,MsTigest,look like snake gave poison ethiopian women murder peopl hack felon indian mexican snake give hand snake indian problem stay away stay away us ca,negative
2023-04-15 10:34:25+00:00,MsTigest,stalker see nearbi indian look like snake look like snake indian dirti dirti see everyth tri steal woman hand crazi indian mexican stalker see everyth ca,positive
2023-04-15 10:32:51+00:00,MsTigest,indian hack illeg brought poison murder ethiopian women india brought diseas malici tri murder peopl stay away delusion femal delusion femal stole job give bodi part ca,positive
2023-04-15 10:07:45+00:00,MsTigest,twitter indian success stalk delusion indian delusion stop stalk felon crimin delusion crimin success felon like hotel food noth thiev racist ca earli,neutral
2023-04-15 09:21:47+00:00,KarwaKrish,life updat zero incom still studi incom tax ca cs cma,negative
2023-04-15 05:20:59+00:00,kushal_somgade,hard work pay one day alway rememb goal care tire push ca cafin caexam,negative
2023-04-15 05:00:52+00:00,MsTigest,sell bad product bad food item call dear either use gay white black mexican statu harass commit fraud phone ms tigest vs costco everi fraud annoy ca earli even ms tigest,negative
2023-04-15 04:14:27+00:00,MsTigest,never pay victim crime crime commit go back year even compens us death threat male follow everyday venic random white stalker compens ca calif c ms tigest,negative
2023-04-15 04:12:00+00:00,MsTigest,pm dirti use femal harass women slander gang home dirti use illeg harass techniqu threat briberi fill quota shock sad upset ca cal ms tigest,negative
2023-04-15 04:09:56+00:00,MsTigest,pm dirti even show polic report even show crime report crime least never got call theft robberi burglari cybercrim sexual pervert rape theft eeoc fraud ca annoy ms tigest,negative
2023-04-15 03:48:50+00:00,MsTigest,illeg deni job linkedin steal work lawsuit use lawsuit steal ident lol delusion ms tigest mpa vs donald trump ca calif ms tigest vs msnbc ms tigest vs jame thoma blond stalker racist ca cal,positive
2023-04-15 03:20:25+00:00,MsTigest,stalker act like got job tv stole work properti idk allow steal work stole work start show lo angel busi steal word msnbc better prettier ca ms tigest,positive
2023-04-15 01:46:42+00:00,CarlsQuoteToday,quoteoftheday suicid man way tell god fire quit billmah american comedian quot quot god man suicid suicid human human wisdom death comedi religion usa suicideawar ca realtim mentalil dailyquot,negative
2023-04-14 22:33:20+00:00,Jay_halona,sell two warrior king w conf st rnd gm ticket sat april th golden center david j stern walk sacramento ca dm open interest readi buy ticket warrior king sacremento ca,neutral
2023-04-14 22:32:23+00:00,aye_daniels,sell two warrior king w conf st rnd gm ticket sat april th golden center david j stern walk sacramento ca dm open interest readi buy ticket warrior king sacremento ca,neutral
2023-04-14 22:22:22+00:00,MsTigest,let see guy stole idea soni reward guy stole idea overse reward obvious idea idea realli go ignor neighborhood decad steal idea give award male ca gross la,positive
2023-04-14 22:07:45+00:00,MsTigest,dear soni everi racist illeg stalk reward racist busi stalk steal word opportun give uk asian busi give money racist racist shame ca,neutral
2023-04-14 20:26:34+00:00,MsTigest,apolog live two street due decad wit hundr peopl lie job career expect apolog disrespect busi lie career job illeg develop pleas apolog desk ca upset ms tigest,negative
2023-04-14 20:17:10+00:00,MsTigest,know hire lie everi day law firm california expect apolog pleas job claim law firm stupid work law school year work lawyer ca desk ms tigest,negative
2023-04-14 20:08:54+00:00,MsTigest,pm refus job law firm engag crimin behavior stop ignor pleas list compani california disappoint everi parti spoken parti watch ca cali ms tigest,positive
2023-04-14 18:58:52+00:00,MsTigest,everi citi watch lo angel california everi citi everi law firm job job stupid work high rise job report desk chair ca annoy cal la ms tigest,negative
2023-04-14 18:55:09+00:00,MsTigest,tri rob think stalk need pay california strict need pay hack blackmail apolog watch blackmail got stalker ca desk ms tigest,negative
2023-04-14 18:22:24+00:00,MsTigest,parti steal word stop nbc abc cb illeg hack stop word need stop stalk rob crimin steal work properti made clear word ca ms tigest,negative
2023-04-14 17:18:39+00:00,bear89007362,snapcrap mobil app allow resid sanfrancisco request street sidewalk clean fr citi public work submit pic someth gross usual crap amp share locat user track ticket ca poop street bathrm newsom,neutral
2023-04-14 16:53:23+00:00,yug_r2004,let random poll u prefer caaspir ca,positive
2023-04-14 16:42:36+00:00,Micinski5,california public bathroom shortag crisi dont public restroom ca sanfrancisco losangel discrimin underinvest sanit,neutral
2023-04-14 16:24:56+00:00,MsTigest,movi never word stalker indian predat stalker stole lifestyl stuckup bitch get twitter stalker priyanka stalker priyanka chopra stalker indian stalker let stalker ca cali,positive
2023-04-14 16:22:33+00:00,MsTigest,ms tigest lo angel vs chopra jona stalker everi indian hacker stop stalk never word crazi indian get ip sue stalk harass copyright infring bollywood evil indian ca cali cal ms tigest,positive
2023-04-14 16:18:53+00:00,MsTigest,priyanka chopra stalk better stalker indian stalker word indian wear outfit act like stalker priyanka stalker movi stalker stalker indian stalker bollywood ca cali,positive
2023-04-14 16:00:59+00:00,SuryansMisra,anybodi explain exactli one start ca via direct entri rout icai ca icaiexam caexam,neutral
2023-04-14 14:33:31+00:00,MsTigest,rude hostil hispan never cafe mexican racist never citi job never citi murder lot women ever harass one w power stalk robber thief felon ca ms tigest,positive
2023-04-14 14:30:15+00:00,MsTigest,rude mexican rude rude arrog unqualifi work starbuck never mexican european want apolog apolog everyon rude latina call polic never cafe stalker mexican stalker get ca ms tigest,negative
2023-04-14 14:28:36+00:00,MsTigest,relationship airport everi employe year ago everi fraud disrespect develop illeg owe apolog owe apolog sincer apolog feder boss make citi dirti unclean period ca ms tigest,neutral
2023-04-14 14:25:39+00:00,MsTigest,mexico everi felon need stop hack california hack sell bad food california need respect lo angel california california disrespect anyon ca c ms tigest,neutral
2023-04-14 13:45:20+00:00,Abhiarticlehun,stipend revis weekend ki khushi x hogayi icai ca articleship,neutral
2023-04-14 13:36:07+00:00,MsTigest,male wear mask car dirti trust water trust liquor store nearbi wear mask cover unclean gross smoke cigarett nearbi store inappropri ca gross ms tigest,neutral
2023-04-14 13:24:51+00:00,MsTigest,drink pita gross black american call polic consum want money back male dirti cafe dirti busi dirti montana dirti place ms tigest vs peet cafe ca gross grosscaf sm fraud ms tigest,positive
2023-04-14 13:06:41+00:00,MsTigest,male walk past year trash ignor ignor huge hous huge hous get money random nasti thief thief venic santa monica get big hous trash ca ms tigest,positive
2023-04-14 12:56:46+00:00,MsTigest,persian stalker filthi money citi childhood commun filthi money need share thiev childhood commun need share never citi never commun get money ca,negative
2023-04-14 09:40:50+00:00,MsTigest,see illeg stalk green light someon illeg spi illeg thing see peer near male femal stalk awak upset ca earli morn la morn cal ms tigest,neutral
2023-04-14 04:50:07+00:00,MsTigest,keep see stalker show build w illeg lie malici slander normal woman use steal livelihood reput hous keep observ document behavior feel sorri ca sad ms tigest,neutral
2023-04-13 23:24:28+00:00,MsTigest,pm hear femal w attitud answer phone white amp hispan today disrespect answer phone job properli manag answer phone pm deal w ca ms tigest,negative
2023-04-13 22:47:04+00:00,MsTigest,saw evil group male attack femal look dark choke femal hurt ethiopian type hurt badli saw hurt ethiopian femal bad thing male darker bad thing ca ms tigest,negative
2023-04-13 22:41:54+00:00,MsTigest,call mani compani job career money never share fair never paid us gave money never share plenti money unfair stole lot parent singl parent ca ms tigest,negative
2023-04-13 21:35:09+00:00,MsTigest,pm ms tigest vs ca financi servic f w custom servic skill cold unprofession hang peopl respect other get tire white femal older hang phone wast time etc ca fraud ms tigest,negative
2023-04-13 20:44:09+00:00,MsTigest,pm ms tigest vs bank west fraud law goe compani hire unqualifi parti paid need pay parti need pay understand feder offens pay ca desk ms tigest,negative
2023-04-13 19:49:24+00:00,MsTigest,pm ms tigest vs costco consum fraud sell bad product food stop sell bad product food stupid lot peopl die bc bad food bulli mani factor pleas stop chair desk afternoon ca cafraud la upset ms tigest,negative
2023-04-13 19:03:14+00:00,MsTigest,pm persian persian lawyer lawyer hire asian pleas stop hire asian pleas stop pleas stop creat unfair situat offic gener public unfair upset etc ca ms tigest,negative
2023-04-13 18:42:44+00:00,MsTigest,male femal refus lawyer legal servic last month year shame listen everi employe multipl law firm numer thousand earn hourli salari ignor desk ca ms tigest,positive
2023-04-13 18:39:33+00:00,MsTigest,hang law firm shame femal older hang shame could earn incom live nicer life ti selfish employe extrem hurt crimin ca ms tigest,positive
2023-04-13 17:30:21+00:00,MsTigest,tribe number male claim attorney profession male disrespect phone know let law school respect understand ca ms tigest,negative
2023-04-13 16:37:18+00:00,MsTigest,touch illeg harm threaten arrest watch rel shame mexican blond felon kaiser permanent mexican felon thiev mexican felon kaiser permanent harm woman fraud ca cal ms tigest,neutral
2023-04-13 15:17:30+00:00,MsTigest,receptionist hang clearli someth right took time busi schedul call lawyer need profession like job resign ca desk earli ms tigest,negative
2023-04-13 14:35:57+00:00,WorldCitizenLA,come feed trash diann feinstein especi state tourist ca,positive
2023-04-13 14:19:44+00:00,TallTitanHuman,ca student love hate relationship modul love inform insid hate weight carri around day ca icai castudentlif,negative
2023-04-13 14:11:01+00:00,MsTigest,prison stalk hotel understand stalker return properti crimin return properti immedi call everi lawyer everi citi need properti back stalker stalk feder offens ca cali cali ms tigest,neutral
2023-04-13 14:09:24+00:00,MsTigest,blackmail get privat properti crimin return properti immedi feder prison feder e need properti back seriou stalk hotel steal properti like felon ca ms tigest,positive
2023-04-13 13:55:06+00:00,MsTigest,pictur properti return properti immedi even work return properti immedi stalker stalker stalker stalker prosecut publicli return properti immedi stalker stalker ca cal ms tigest,positive
2023-04-13 13:21:28+00:00,KoirePriti,other breakup hurt ca student amend addendum corrigendum hurt icai castud cafin ca,negative
2023-04-13 11:58:41+00:00,MsTigest,see femal w dress friend money w male like see attent money friend side tuxedo job see ignor work listen hurt ca bed ms tigest,positive
2023-04-13 09:50:28+00:00,MsTigest,cheat coast never forget asian random prostitut whoever need stop cheat record everyth everyth parti illeg stole money arrest prosecut ca ms tigest,negative
2023-04-13 09:34:38+00:00,MsTigest,parti disrespect lo angel new york report overse properti new york time disrespect behavior speak properli new york problem pleas stop ca ms tigest,negative
2023-04-13 09:33:05+00:00,MsTigest,pleas stop spam parti need write english move forward america pleas stop spam twitter parti need commun english base america need respect rule america desk ca ms tigest,negative
2023-04-13 08:41:29+00:00,MsTigest,dream male give femal attent gave attent treat like trash disrespect stole time attent hung difficult time gave time arrog ca ms tigest,negative
2023-04-13 08:33:41+00:00,MsTigest,dream male never show interest gave blond interest gave attent gave femal interest ignor difficult time gave money hous ignor evil desk ca chair ms tigest,negative
2023-04-13 08:17:41+00:00,practice_guru,everi busi amp everi client money spend spend lakh sale amp spend person expens upto convinc spend complianc amp audit account show import ca cs cma,positive
2023-04-13 07:37:33+00:00,francis0409,ey look financ expert exp b w year ca mba fin exp work least project financi team member relat infra pjt knowledg govt fin guidelin pleas mail cv anshul jain financejob ca mba,neutral
2023-04-13 02:38:37+00:00,MsTigest,ms tigest vs citi torranc owe apolog ms tigest vs subway downtown two hispan femal refus servic owe apolog go list hurt disrespect chair ca earli even ca cafraud la ms tigest,negative
2023-04-13 02:10:48+00:00,GOyAL_Goal_wd_Y,effici hack offic open outlook creat rule rule descript manag email move delet folder problem solv ca icai trend,negative
2023-04-13 01:36:15+00:00,MsTigest,pm hurt peopl take serious spent much time academia phone ignor realli cold peopl nice see help lot type sat watch ca ms tigest,negative
2023-04-12 23:31:49+00:00,BrianDahleCA,pleas share bill coauthor sb move forward today committe measur would provid immedi financi relief million ca renter increas amp restructur renter tax credit,negative
2023-04-12 22:06:48+00:00,MsTigest,everi compani name goe public record everi fraud nativ come highest highest sleep around push around nativ citi name goe public behavior goe public attitud everyth scam everyth la dc ca,neutral
2023-04-12 21:50:19+00:00,MsTigest,hung school apolog malici refus tell truth lo angel citi pleas apolog dollar year got call cop pleas understand public record record everyth ca cal,negative
2023-04-12 21:43:23+00:00,MsTigest,pm tribe review compani list lo angel surround area hard get car hard lot peopl car drive take note everi minut everi hour ca pen ms tigest,negative
2023-04-12 21:41:33+00:00,MsTigest,pm tribe number compani provid assist compani sell car trust notat everyth work review everi busi list desk ca ms tigest,negative
2023-04-12 20:56:33+00:00,CANews_Watch,break pacoima middl school lockdown report arm man pacoima ca polic sinc conduct search found injur arm gunman detail come,negative
2023-04-12 18:10:51+00:00,riclewu,hey govnewsom fl winner govrondesanti need advic woke loser like turn prosper beauti state like ca chaotic skid row cesspool everyth sit hanniti cnn msnbc foxnew,positive
2023-04-12 17:26:42+00:00,MsTigest,hack use word justifi behavior stop sold bad food stop sell bad food bribe anyon obviou trust oatmeal bad desk ca rob earli morn catheft wed ms tigest,neutral
2023-04-12 17:10:32+00:00,accountants191,time come life tear fall problem god answer prayer ctto societi account ca,negative
2023-04-12 17:07:45+00:00,accountants191,winner stand alon societi account ca,positive
2023-04-12 17:04:38+00:00,accountants191,go everi grief physician everi quarrel lawyer everi thirst pot georg herbert societi account ca,negative
2023-04-12 16:52:13+00:00,MsTigest,stalker stalk steal work intellectu properti arrest su word privat properti stalk thief stalker whoever gross disgust snake snake ca desk,positive
2023-04-12 16:17:01+00:00,MsTigest,talk someon belittl injuri hard hard get apolog properti back deal w nice peopl parti stole car rob go take immedi action funni desk ca theft upset ms tigest,negative
2023-04-12 15:07:05+00:00,PurvaSomani,wfh opportun look ca mba cainter year experi financi model valuat prefer candid work startup interest mail cv cv pl write titl wfh icai ejobocean,neutral
2023-04-12 14:35:42+00:00,MsTigest,housekeep alway took care properti whenev left work alway ensur staff trustworthi rob alway watch staff product use hard trust peopl product want get sick ca morn,positive
2023-04-12 14:31:32+00:00,MsTigest,alway watch walk build choos build stay away problem want get sick use certain product clean use maid venic would alway work w good peopl trust lot peopl ca earli morn,negative
2023-04-12 14:23:44+00:00,dagaabaj,guy ca realli need help fill incom tax save year ca tax,negative
2023-04-12 13:09:16+00:00,Sumantg261,audit reimburs real incom cma amp ca articl rather stipend internship,negative
2023-04-12 12:51:53+00:00,practice_guru,tax firm track kra kpi tax firm wonder grow ca cs cma lawyer check whether track,neutral
2023-04-12 07:20:46+00:00,MsTigest,see black amp white american femal tri hurt womb use illeg chemic build kill women womb illeg chemic see sold bad potato idaho see injur rob never help ca injur,neutral
2023-04-12 07:11:31+00:00,whorohitkapoor,import announc dear ca final may aspir work ca final direct tax section wise abc analysi key focu area list breakdownchapt section imp sec list provid icai ca cafin caexam,neutral
2023-04-12 05:48:13+00:00,SonalSingla5,play gta read gta gst grew castud caarticleship taxat ca icai,positive
2023-04-12 03:53:27+00:00,pacificfirstins,contractor california protect busi employe worker comp insur pacif first insur servic offer competit rate person servic find right coverag busi contact today workerscomp insur ca,positive
2023-04-12 03:22:08+00:00,CANews_Watch,break major accid redland redland ca driver receiv cpr two dog insid one dog possibl deceas full arrest larg respons way possibl fatal arrest san timoteo canyon rd x alessandro rd,negative
2023-04-12 03:11:40+00:00,MsTigest,need work pictur properti took need return funni steal person work properti hack illeg return work charg woth feloni return work desk ca ms tigest,positive
2023-04-12 02:37:03+00:00,cma_family,cma vs ca think cma ca,neutral
2023-04-12 01:48:08+00:00,VikasRa40069220,mani ex girlfriend abhi toh banni nhi hai ex toh baad hogi thabangmazibuko ca softwaredevelop web game webdevelop,neutral
2023-04-12 00:11:53+00:00,Hunter19302,confess someth yesterday cri park lot mall cri destroy countri cri impot cri sad cri thank destruct state ca california th time,negative
2023-04-11 21:04:06+00:00,MsTigest,went insid sat insid say call year later white femal earn incom unfair brentwood belittl older white femal claim went harvard told belong brentwood ca ms tigest,neutral
2023-04-11 20:59:50+00:00,MsTigest,meet stop lie routin femal suffer everi day lie financi fraud employ fraud stop lie lo angel everi area name stop lie good peopl ca desk ms tigest,negative
2023-04-11 20:13:30+00:00,MsTigest,crimin televis act like role model crimin crimin stole career new york la date everi day gave cash crimin everi guy date date gave job date ca la,positive
2023-04-11 20:12:02+00:00,MsTigest,got job abc cb stalk venic california slept w male stole job deni represent decad white crimin mock phone person date slept w fool trash ca chair,negative
2023-04-11 20:10:15+00:00,MsTigest,blond get job career get date everi day cb jail citi evil stole job men career femal cater male everi day abus everi day cater black white asian ca la,negative
2023-04-11 19:09:27+00:00,MsTigest,never oscar never longer everi racist know everyon neighborhood everi studio watch steal opportun decad never white asian femal longer stop cheat ca,negative
2023-04-11 17:57:28+00:00,ImAmeerali1,ca inter student sourc motiv studi itn saal padhn k badh bcom hu bolk acha nhi lagega ca icap account audit charateredaccount busi motiv motivationforstudi,neutral
2023-04-11 17:02:35+00:00,sethrow991,ethic moral honest man unselfish afraid truth nomin self job la un csulb whitehous ca,neutral
2023-04-11 16:46:53+00:00,MsTigest,busi open earli morn steal peopl feder govern repuls cheat sleep cheater california steal open sharp ca chair cali ms tigest,neutral
2023-04-11 16:43:39+00:00,MsTigest,use fund even open normal busi hour steal steal local nativ hard work peopl feder govern pleas stop steal steal ca desk cali ms tigest,negative
2023-04-11 16:42:04+00:00,MsTigest,pleas lie busi esp phone open someth wrong pleas lie phone watch peopl lie steal everyday busi need open receiv fund ca ms tigest,negative
2023-04-11 16:34:25+00:00,IsAradhya,yesterday understood human brain intellig studi compani act law subject includ ca read anyth properli get distract lot got upset,positive
2023-04-11 15:27:45+00:00,MsTigest,blond asian harass hous snake bulli nasti everi felon disgust rude selfish snotti arrog crimin snotti spoil stole time hous trash public record ca desk earli,negative
2023-04-11 15:23:57+00:00,MsTigest,throw anyth els record make public disclosur bulli period public courthous bulli feder ever harass snake femal male bulli arrest right away ca,positive
2023-04-11 15:18:50+00:00,SublimeJoys,prod economist confluenc varieti factor dismal english econom perform inde interest given ca background,neutral
2023-04-11 14:03:01+00:00,MsTigest,racist latina black american male racist latina black male watch know courthous report everyth want courthous properti feder ca fed,neutral
2023-04-11 14:01:20+00:00,MsTigest,take everyth back steal everyth use power everi femal male fire inglewood courthous never salari never career arrog feder never courthous racist latina resign ca ms tigest,positive
2023-04-11 13:58:22+00:00,MsTigest,dear racist ethiopian first belittl treat like dirt keep report behavior publicli need nice take salari back citi racist mexican racist racist racist latina ca cal,negative
2023-04-11 13:56:24+00:00,MsTigest,random white peopl mexican courthous tell belong never courthous never courthous racist mexican racist everi felon inglewood rude mexican never courthous never bed ca ms tigest,negative
2023-04-11 13:52:20+00:00,MsTigest,black american femal owe money cut cash februari felon random chicago even lo angel crook crook felon citi never citi owe money ca,negative
2023-04-11 13:48:42+00:00,MsTigest,random chicago gave work work felon steal work ident pictur boundari owe money la ti random black femal repres district owe money cut servic ca,positive
2023-04-11 13:46:39+00:00,MsTigest,random random trashi white femal stole work work never never work hire everyth hire hire random use white femal everyth use illeg chemic illeg ca ms tigest,negative
2023-04-11 09:24:21+00:00,MsTigest,latin america california need respect law otherwis done feder english spam stalk california stop ca awak annoy california losangel stopspam ms tigest,positive
2023-04-11 09:19:03+00:00,MsTigest,cb need stop rob sit near cb awhil hire suddenli hack discrimin lo angel new york okay right around corner cb never asian white ca awak ms tigest,negative
2023-04-11 09:17:15+00:00,MsTigest,stop stalk whoever asian stop got caught cb need stop feder superior cb need play fair fair asian run cb fair owe money owe money awak ca ms tigest,negative
2023-04-11 08:01:45+00:00,PurvaSomani,one manufactur compani look ca year experi account financ locat navimumbai specif look candid manufactur compani interest mail cv cv pl write titl navi mumbai,neutral
2023-04-11 04:35:30+00:00,JasonParkCA,today opportun cheer ca davi collegedem nation chair gun violenc prevent caucu roanthibault virtual attend indigo award togeth secretari state thank,positive
2023-04-11 02:49:38+00:00,MsTigest,put white femal asian first liar play piano year racist extrem racist peopl hack illeg discuss hilari hahn nowher post white asian ca,neutral
2023-04-11 02:37:24+00:00,MsTigest,stop stalk felon racist asian racist asian problem better better feder superior ever harass stalk thief asian thiev hack illeg ever harass ca,positive
2023-04-11 02:35:28+00:00,MsTigest,ms tigest vs cb su like anymor su stop hire asian made video decad superior stop embarrass network stop fraud feder eeocfraud nyfraud fraud ca la nativ ms tigest,neutral
2023-04-11 02:33:38+00:00,MsTigest,anoth hack cb random asian televis nasti racist network racist cb asian better even nice stole stop stalk rude femal racist asian stole work opportun life ca desk ms tigest,negative
2023-04-11 01:19:42+00:00,CAViralShah,cost inflat index fy capitalgain capitalgainstax ca cs cost inflat tax incometax incometaxindia,neutral
2023-04-11 00:43:06+00:00,Anacherr23,got ticket graci abram ticket fillmor ca th april lmk interest fillmor ca ticket,neutral
2023-04-10 23:55:50+00:00,jenkhari,look cannabislawy special intellectualproperti law believ like would need lawyer practic state oregon though applic ca lawyer might work anyon recommend thank cannabi lawyer ca oregon,positive
2023-04-10 20:59:41+00:00,MsTigest,pm person pain suffer ailment like environ food factor went outsid earlier today felt better import mind consum food medicin ca ms tigest,positive
2023-04-10 19:50:50+00:00,ZeBlvd,losangel ca increas work unwil middl manag audit depart timesheet learn new softwar blow commun respons last minut yeah thank dobett iquit graduat life,positive
2023-04-10 19:12:42+00:00,afb_intl,look buy mid size ca firm annual revenu rs cr delhi mumbai mid size firm lead introduct welcom pleas share reach send person messag comment reach share mumbai ca delhi comment,neutral
2023-04-10 19:04:01+00:00,afb_intl,ca firm activ practic gradual decreas size big big big rapidli rise practition see test time test ca big,positive
2023-04-10 18:46:39+00:00,FightingOn_MC,ca elect stolen rt,positive
2023-04-10 18:30:45+00:00,ReneeMDale,omg feinstein retir thank u yr servic blah blah satisfi gratitud ask mani time stop hold democraci senil year replac gov amp kind lot peopl ca need senat step servic,negative
2023-04-10 18:22:53+00:00,sethrow991,absolut truth u brought close ncaa nba tge absolut truth un csulb whitehous ktla last ca,positive
2023-04-10 15:46:28+00:00,R_Int_Education,visa offic percept weak academ record might lead visa offic doubt potenti success canada may question abil cope rigour canadian educ programm commit complet studi canadavisa ca,neutral
2023-04-10 15:20:13+00:00,BBAAAAAA7788,think weird produc show percent latino state latino ca,neutral
2023-04-10 15:16:39+00:00,BBAAAAAA7788,base tv peopl shock get california blackfolk ca get hook snowfal stuff friend like drive mile find someth decent eat,positive
2023-04-10 11:13:44+00:00,upcoming_CA_,ca student u r prepar go caexam icai ca,neutral
2023-04-10 08:13:58+00:00,irajveerchahal,visa offic percept weak academ record might lead visa offic doubt potenti success canada may question abil cope rigour canadian educ programm commit complet studi canadavisa ca,neutral
2023-04-10 02:27:56+00:00,ana_beatriice,wt x taylor swift era tour ticket august th sofi stadium inglewood ca sec floor b dm interest taylorswift taylorswifterastour taylorswifttix taylorswiftpresal theerastour ticketmast swifti taylorswiftticket ca sofistadium,neutral
2023-04-09 22:30:17+00:00,MsTigest,get realli annoy one pay listen peopl lie phone everi day owe million work overtim last month year get tire room dishonest work tricoast hour listen ca,negative
2023-04-09 20:06:42+00:00,IdeasStonks,mani feel need good hygien fruit box kolkata area health fruit offic wfo kolkata deloite ey pwc ca cs saltlak,positive
2023-04-09 16:21:17+00:00,MsTigest,mess pictur twitter pictur anyon pictur act immatur stop hack woman law whoever sick need stop harass twitter thief crimin stop ca ms tigest,negative
2023-04-09 15:59:51+00:00,fossilfreeusa,epa plan grant ca waiver allow state phaseoutdieselpoweredtruck help commun burden truckpollut heavyduti truck account nearli state smogform amp fine particl pollut diesel fuel,neutral
2023-04-09 15:20:14+00:00,MsTigest,mexican harass twitter need stop harass stalk law state california crimin thief harass need stop harass peopl ca california harass ms tigest,negative
2023-04-09 15:16:41+00:00,MsTigest,malici attack like barbarian report publicli report publicli want see culver citi lo angel felon seriou felon stalker predat felon report activ ca,negative
2023-04-09 14:55:32+00:00,MsTigest,engag eeoc fraud last week month stole salari access privat compani took money never apolog see secret commit eeoc fraud troubl fraud job law ca ms tigest,positive
2023-04-09 14:46:07+00:00,MsTigest,unwel random build return properti assum steal steal deceas assum build product anoth occurr pleas return properti ca ms tigest,neutral
2023-04-09 14:42:18+00:00,MsTigest,mail stole mail return mail tamper law mail tamper law mail everi day everi week tamper w mail crimin felon thief pleas return mail ca ms tigest,negative
2023-04-09 13:19:54+00:00,readnshare_in,one simpl question ca pay incom tax salari pay tax everi time spend anyway pay tax everi time everyth purchas pay incom tax insaaf tax ca tax incometax,negative
2023-04-09 11:17:50+00:00,NihalchandJJain,small initi student side face difficulti gst concept topic pleas feel free ask dm alway open gstwithnih castud csstudent cmastud exam ca cs cma,positive
2023-04-09 10:24:33+00:00,MsTigest,see peopl unwel loud respect peopl believ rude unclean build unclean area make upset sunday made peopl sick unwel loud voic hurt ca ms tigest,negative
2023-04-09 09:28:56+00:00,MsTigest,work stomp move thing hear move stomp quietli listen loud person abl quietli work sleep peac loud disturb beyond question ca awak earli,negative
2023-04-09 08:26:09+00:00,ana_beatriice,wt x taylor swift era tour ticket august th sofi stadium inglewood ca sec floor b dm interest taylorswift taylorswifterastour taylorswifttix taylorswiftpresal theerastour ticketmast swifti taylorswiftticket ca sofistadium,neutral
